PARSE-ERR	find_missing_examples.pl
PARSE-ERR	analyze_pc.pl
PARSE-ERR	check_example_output.pl
PARSE-ERR	main_loop_rust.pl
PARSE-ERR	check_sh_files.pl
PARSE-ERR	fix_new_examples.pl
PARSE-ERR	watch_check_qx.pl
PARSE-ERR	main_loop_estree.pl
PARSE-ERR	pc_analyze-KQJeNid1.pl
REFUSE	ensure_examples_snapshot.pl
PARSE-ERR	estree_gate.pl
PARSE-ERR	sh2stat.pl
PARSE-ERR	check_ast.pl
PARSE-ERR	fix_vars.pl
PARSE-ERR	main_loop.pl
PARSE-ERR	run_full_pc_analysis.pl
PARSE-ERR	fix_example_output2.pl
PARSE-ERR	fix_vars2.pl
PARSE-ERR	fix_example_output.pl
REFUSE	loop_monitor.pl
PARSE-ERR	aggregate_results.pl
PARSE-ERR	check_qx.pl
EMIT	t01_literal.pl
EMIT	t01_print.pl
EMIT	t02_assign_str.pl
EMIT	t02_control.pl
EMIT	t03_assign_num.pl
EMIT	t04_print_var.pl
EMIT	t05_env_read.pl
EMIT	t06_two_vars.pl
EMIT	t07_reassign.pl
EMIT	t08_comment.pl
EMIT	t09_quoted_space.pl
EMIT	t10_multi_stmt.pl
EMIT	t11_external_cmd.pl
EMIT	t12_multi_word_echo.pl
EMIT	t13_interp.pl
EMIT	t14_arith_add.pl
EMIT	t15_arith_mul.pl
EMIT	t16_if_cond.pl
EMIT	t17_if_else.pl
EMIT	t18_elif_chain.pl
EMIT	t19_while_loop.pl
EMIT	t20_for_list.pl
EMIT	t21_array.pl
EMIT	t22_func_def.pl
EMIT	t23_func_args.pl
EMIT	t24_str_cat.pl
EMIT	t25_num_cmp.pl
EMIT	t26_str_cmp.pl
EMIT	t27_not_expr.pl
EMIT	t28_and_or.pl
EMIT	t29_increment.pl
EMIT	t30_ternary.pl
EMIT	t31_case_switch.pl
EMIT	t32_redirect.pl
EMIT	t33_pipe.pl
EMIT	t34_cmdsub.pl
EMIT	t35_exit_code.pl
EMIT	t36_read_stdin.pl
EMIT	t37_substring.pl
EMIT	t38_strlen.pl
EMIT	t39_arrlen.pl
EMIT	t40_nested_loop.pl
EMIT	t41_local_var.pl
EMIT	t42_global_mut.pl
EMIT	t43_heredoc.pl
EMIT	t44_background.pl
EMIT	t45_env_set.pl
EMIT	t46_printf.pl
EMIT	t47_multi_assign.pl
EMIT	t48_accum.pl
EMIT	t49_empty_check.pl
EMIT	t50_file_test.pl
EMIT	t51_arith_loop.pl
EMIT	t52_full_prog.pl
EMIT	t53_param_default.pl
EMIT	t54_str_subst.pl
EMIT	t55_array_elem.pl
EMIT	t56_array_append.pl
EMIT	t57_array_len.pl
EMIT	t58_seq_range.pl
EMIT	t59_until.pl
EMIT	t60_contains.pl
EMIT	t61_while_read.pl
EMIT	t64_prefix_suffix.pl
EMIT	t66_array_slice.pl
EMIT	t68_case_glob.pl
